Departure Time,Duration,Price,Airline Code,Number of Stops,Origin Country,Destination Country
2024-11-19T09:25:00,13.916666666666666,945.30,EK,1,Afghanistan,Switzerland
2025-03-09T16:15:00,9.416666666666666,614.90,FZ,1,Afghanistan,Tajikistan
2024-08-23T14:15:00,18.25,3835.30,FZ,2,Afghanistan,Thailand
2025-03-23T16:15:00,35.166666666666664,1728.20,EK,2,Afghanistan,Trinidad and Tobago
2025-01-05T16:15:00,23.833333333333332,1111.10,EK,1,Afghanistan,Tunisia
2024-08-27T14:15:00,12.416666666666666,406.30,FZ,1,Afghanistan,Turkey
2024-09-08T16:20:00,3.5,476.40,EK,0,Afghanistan,United Arab Emirates
2024-09-20T14:15:00,27.333333333333332,909.10,FZ,2,Afghanistan,United Kingdom
2024-12-13T16:15:00,25.083333333333332,488.30,FZ,2,Afghanistan,United Republic of Tanzania
2025-02-06T16:15:00,,2101.10,EK,2,Afghanistan,Uruguay
2024-12-18T16:15:00,23.75,1169.30,EK,1,Afghanistan,Uzbekistan
2024-12-14T16:15:00,30.416666666666668,2348.00,FZ,2,Afghanistan,Viet Nam
2025-01-21T15:00:00,,543.30,FZ,2,Afghanistan,Zimbabwe
2025-03-11T15:00:00,20.5,2143.60,OS,2,Albania,Afghanistan
2025-01-27T15:00:00,33.5,1397.10,OS,2,Albania,Algeria
2024-12-05T09:35:00,20.75,1080.80,LX,2,Albania,Angola
2024-10-08T14:50:00,20.583333333333332,536.60,LH,1,Albania,Argentina
2024-10-15T15:05:00,10.583333333333334,670.50,OS,2,Albania,Armenia
2024-10-26T08:30:00,28.333333333333332,5113.70,TK,2,Albania,Australia
2025-04-04T09:35:00,12.416666666666666,410.10,LX,2,Albania,Austria
2025-02-06T09:35:00,33.5,618.70,LX,2,Albania,Azerbaijan
2025-04-25T09:35:00,32.05,644.80,LX,2,Albania,Bahamas
2024-08-03T06:20:00,14.666666666666666,590.86,LH,2,Albania,Bahrain
2025-03-18T06:25:00,36.416666666666664,653.50,LH,2,Albania,Barbados
2024-10-14T11:50:00,24.25,1580.50,LH,2,Albania,Belarus
2024-12-05T17:10:00,20.5,1036.80,SK,2,Albania,Belgium
2024-11-22T04:55:00,38.766666666666666,1327.90,OS,2,Albania,Belize
2024-11-13T14:10:00,26.583333333333332,529.60,LH,2,Albania,Bolivia
2025-04-25T09:35:00,23.083333333333332,305.20,LX,1,Albania,Bosnia and Herzegovina
2024-11-09T14:10:00,28.5,5290.40,LH,2,Albania,Botswana
2025-02-25T14:30:00,18.5,1735.20,LX,2,Albania,Brazil
2025-02-08T06:25:00,25.333333333333332,1145.70,LH,2,Albania,Brunei Darussalam
2024-10-14T17:30:00,19.416666666666668,500.20,LO,1,Albania,Bulgaria
2025-03-04T15:00:00,,3054.30,OS,2,Albania,Burkina Faso
2025-02-07T14:05:00,21.916666666666668,1477.80,FZ,2,Albania,Burundi
2025-01-25T15:00:00,29.5,2869.30,OS,2,Albania,Cameroon
2024-09-27T15:05:00,28.833333333333332,652.50,OS,1,Albania,Canada
2024-08-22T11:30:00,54.916666666666664,1605.80,AF,2,Albania,Central African Republic
2024-08-26T15:05:00,21.333333333333332,874.38,OS,2,Albania,Chad
2025-01-19T15:00:00,22.75,3698.90,OS,2,Albania,Chile
2025-05-09T09:35:00,22.583333333333332,3582.90,LX,2,Albania,China
2025-04-26T17:55:00,35.083333333333336,1953.70,LX,2,Albania,Colombia
2024-09-15T15:05:00,21.75,4443.50,OS,2,Albania,Comoros
2024-07-15T14:50:00,27.166666666666668,3104.00,LH,2,Albania,Congo
2025-01-02T05:35:00,19.25,3165.38,AZ,2,Albania,Costa Rica
2024-12-03T14:10:00,30.833333333333332,3271.30,LH,2,Albania,Ivory Coast
2024-12-21T06:25:00,14.833333333333334,653.50,LH,2,Albania,Croatia
2024-09-02T14:50:00,37.53333333333333,2740.75,LH,2,Albania,Cuba
2024-12-16T15:05:00,19.916666666666668,327.40,JU,2,Albania,Cyprus
2024-07-21T07:40:00,6.416666666666667,352.60,TK,1,Albania,Czech Republic
2024-11-22T15:00:00,24.416666666666668,4697.50,OS,2,Albania,Djibouti
2024-09-10T11:30:00,36.35,750.33,AF,2,Albania,Dominican Republic
2024-12-23T06:25:00,30.25,4003.50,LH,2,Albania,Ecuador
2024-10-25T11:50:00,7.833333333333333,453.49,LH,1,Albania,Egypt
2024-11-03T04:55:00,23.833333333333332,3157.90,OS,2,Albania,El Salvador
2025-03-26T14:10:00,19.083333333333332,813.40,LH,2,Albania,Eritrea
2025-01-22T14:10:00,,438.70,LH,2,Albania,Estonia
2024-11-03T06:25:00,24.25,4563.40,LH,2,Albania,Eswatini
2024-07-12T18:15:00,18.333333333333332,1198.40,EK,2,Albania,Ethiopia
2024-11-20T06:25:00,34.583333333333336,4030.20,LH,2,Albania,Fiji
2024-09-28T14:05:00,29.666666666666668,315.60,D8,2,Albania,Finland
2024-10-09T05:35:00,38.083333333333336,809.40,AF,2,Albania,Gabon
2024-10-30T15:00:00,5.916666666666667,995.70,OS,2,Albania,Germany
2024-11-14T14:10:00,28.833333333333332,684.90,LH,2,Albania,Ghana
2024-10-20T06:35:00,9.916666666666666,794.20,LH,1,Albania,Greece
2024-11-12T04:00:00,36.96666666666667,756.40,JU,2,Albania,Grenada
2025-05-18T09:35:00,23.25,2000.20,LX,2,Albania,Guatemala
2024-07-18T11:30:00,31.666666666666668,1232.80,AF,2,Albania,Guinea
2024-08-04T06:35:00,25.516666666666666,4131.65,LH,2,Albania,Guyana
2024-10-27T12:55:00,25.966666666666665,854.60,LO,2,Albania,Haiti
2024-12-25T05:35:00,37.583333333333336,925.30,AZ,2,Albania,Honduras
2024-10-20T09:35:00,,715.90,LX,2,Albania,Hungary
2024-12-18T09:50:00,12.75,1092.40,A3,2,Albania,India
2025-04-06T09:35:00,47.666666666666664,11499.10,LX,2,Albania,Indonesia
2025-02-13T04:55:00,13.833333333333334,747.20,OS,2,Albania,Iran
2025-04-05T17:55:00,29.333333333333332,1540.30,LX,2,Albania,Ireland
2024-12-09T14:10:00,9.333333333333334,370.70,LH,2,Albania,Israel
2025-02-13T04:55:00,25.333333333333332,4470.80,OS,2,Albania,Jamaica
2024-10-05T06:20:00,15.833333333333334,786.20,LH,2,Albania,Kazakhstan
2024-11-21T06:25:00,12.083333333333334,515.50,LH,1,Albania,Kenya
2024-07-21T18:15:00,18.416666666666668,988.70,EK,2,Albania,Kuwait
2024-09-01T06:20:00,,4579.50,LH,2,Albania,Lao
2024-07-25T06:20:00,15.916666666666666,578.50,LH,2,Albania,Latvia
2025-05-25T09:35:00,51.25,8143.60,LX,2,Albania,Lebanon
2024-11-10T14:05:00,28.75,1035.40,EK,2,Albania,Liberia
2024-12-05T06:25:00,10.833333333333334,1516.40,LH,2,Albania,Lithuania
2024-07-01T04:10:00,14.666666666666666,965.30,JU,2,Albania,Luxembourg
2024-11-01T06:25:00,30.916666666666668,737.20,LH,2,Albania,Madagascar
2024-09-18T02:45:00,24.833333333333332,906.70,PC,2,Albania,Maldives
2025-02-17T06:25:00,16.916666666666668,520.60,LH,2,Albania,Malta
2025-02-06T15:00:00,24.75,3141.30,OS,2,Albania,Mauritania
2024-08-15T05:35:00,22.083333333333332,4912.40,AZ,2,Albania,Mauritius
2025-06-17T18:00:00,37.5,3188.06,SN,2,Albania,Mexico
2024-07-15T21:45:00,22.25,216.30,EW,1,Albania,Monaco
2024-11-25T15:05:00,20.083333333333332,105.60,JU,1,Albania,Montenegro
2024-11-26T06:25:00,14.916666666666666,1521.50,LH,2,Albania,Morocco
2024-12-04T06:25:00,30.583333333333332,4763.40,LH,2,Albania,Mozambique
2025-01-22T15:00:00,21.5,722.25,OS,2,Albania,Myanmar
2024-07-14T09:35:00,9.666666666666666,346.30,LX,1,Albania,Netherlands
2024-10-25T15:05:00,24.833333333333332,3781.60,OS,2,Albania,Niger
2024-08-02T14:50:00,26.916666666666668,655.90,LH,1,Albania,Nigeria
2024-11-28T06:25:00,7.666666666666667,215.90,LH,1,Albania,North Macedonia
2025-01-03T04:55:00,7.583333333333333,751.40,SK,2,Albania,Norway
2025-03-16T12:55:00,32.666666666666664,945.90,LO,2,Albania,Pakistan
2024-08-02T05:35:00,28.75,1430.50,AZ,2,Albania,Palau
2025-05-11T09:35:00,27.866666666666667,798.25,LX,2,Albania,Panama
2024-09-26T14:50:00,54.416666666666664,4430.60,LH,2,Albania,Papua New Guinea
2024-09-10T11:45:00,29.25,1026.50,IB,2,Albania,Peru
2024-11-20T14:10:00,25.666666666666668,723.70,LH,2,Albania,Philippines
2024-10-17T06:20:00,6.166666666666667,1899.30,LH,1,Albania,Poland
2024-10-14T13:30:00,22.5,351.15,PC,1,Albania,Qatar
2025-05-09T09:35:00,9.583333333333334,2821.50,LX,2,Albania,Romania
2024-12-27T15:05:00,19.583333333333332,173.35,JU,1,Albania,Russian Federation
2024-12-13T09:35:00,33.416666666666664,664.20,LX,2,Albania,Rwanda
2024-10-09T14:50:00,28.833333333333332,2587.50,LH,2,Albania,Saint Kitts and Nevis
2024-09-10T14:50:00,29.9,2582.90,LH,2,Albania,Saint Lucia
2025-01-17T14:10:00,30.5,390.63,LH,1,Albania,Saudi Arabia
2024-11-08T15:05:00,30.666666666666668,2893.70,JU,2,Albania,Senegal
2024-08-14T08:30:00,7.75,368.60,TK,1,Albania,Serbia
2025-01-06T15:00:00,,990.60,OS,2,Albania,Singapore
2025-03-06T09:50:00,7.833333333333333,170.90,A3,1,Albania,Slovakia
2025-02-14T15:00:00,25.5,1302.40,OS,2,Albania,Slovenia
2024-08-09T12:50:00,41.5,2276.90,EK,2,Albania,Solomon Islands
2024-12-27T14:10:00,20.833333333333332,1238.50,LH,2,Albania,Somalia
2024-08-19T06:20:00,15.666666666666666,866.00,LH,2,Albania,South Africa
2025-02-20T11:30:00,11.583333333333334,966.80,AZ,2,Albania,Spain
2025-05-14T14:35:00,33.25,8355.70,LX,2,Albania,Sri Lanka
2025-03-23T15:00:00,25.083333333333332,2558.10,OS,2,Albania,Sudan
2024-10-23T05:35:00,36.75,1564.30,AZ,2,Albania,Suriname
2024-10-17T15:45:00,18.333333333333332,188.00,AZ,1,Albania,Switzerland
2024-09-18T13:20:00,8.833333333333334,765.10,ZB,1,Albania,Tajikistan
2024-10-17T06:40:00,13.833333333333334,757.60,LH,2,Albania,Thailand
2024-11-11T13:30:00,21.166666666666668,4771.10,LO,2,Albania,Trinidad and Tobago
2025-06-17T18:00:00,,1890.20,SN,2,Albania,Turkey
2025-02-25T11:30:00,35.916666666666664,1234.90,AZ,2,Albania,Turkmenistan
2024-08-12T14:50:00,13.833333333333334,700.30,LH,1,Albania,United Arab Emirates
2025-02-28T06:25:00,7.583333333333333,1696.00,LH,2,Albania,United Kingdom
2024-12-16T14:10:00,31.5,725.80,LH,1,Albania,United States of America
2024-12-14T06:25:00,29.033333333333335,4017.85,LH,2,Albania,Uruguay
2024-07-11T14:50:00,41.016666666666666,3744.30,LH,2,Albania,Venezuela
2025-03-06T04:55:00,26.25,914.20,OS,2,Albania,Viet Nam
2025-02-04T11:30:00,50.5,794.40,AZ,2,Albania,Zambia
2025-02-03T09:50:00,30.666666666666668,766.80,A3,2,Albania,Zimbabwe
2024-10-27T07:15:00,20.5,1224.70,AH,2,Algeria,Afghanistan
2025-01-15T14:05:00,10.333333333333334,322.60,AF,2,Algeria,Albania
2024-08-25T09:05:00,9.416666666666666,588.60,IB,1,Algeria,Andorra
2024-11-03T15:45:00,27.75,1183.50,QR,2,Algeria,Antigua and Barbuda
2024-10-18T12:35:00,40.083333333333336,901.20,LH,2,Algeria,Argentina
2025-04-06T15:40:00,30.166666666666668,956.50,QR,1,Algeria,Armenia
2024-11-12T15:45:00,39.166666666666664,1882.40,QR,2,Algeria,Australia
2024-07-25T12:55:00,9.166666666666666,312.50,AF,1,Algeria,Austria
2024-09-20T00:20:00,24.583333333333332,605.70,TK,1,Algeria,Azerbaijan
2024-08-14T12:25:00,30.75,3898.10,LH,2,Algeria,Bahamas
2024-10-16T09:40:00,14.416666666666666,633.90,AH,2,Algeria,Bahrain
2024-09-13T09:25:00,18.25,2291.40,AH,2,Algeria,Bangladesh
2025-02-10T09:40:00,60.083333333333336,1694.70,AH,2,Algeria,Belarus
2025-05-04T15:40:00,22.25,885.20,QR,1,Algeria,Belgium
2024-07-05T12:55:00,29.083333333333332,1175.20,AF,2,Algeria,Belize
2024-08-03T18:35:00,25.25,717.30,AH,1,Algeria,Benin
2024-07-29T02:00:00,30.65,5512.05,LH,2,Algeria,Bolivia
2024-09-22T09:55:00,11.916666666666666,861.10,AF,2,Algeria,Bosnia and Herzegovina
2024-09-16T15:40:00,20.5,905.20,QR,2,Algeria,Botswana
2024-12-20T13:05:00,20.583333333333332,921.30,LH,2,Algeria,Brazil
2025-03-13T13:05:00,39.083333333333336,3498.80,LH,2,Algeria,Brunei Darussalam
2025-05-08T15:40:00,26.166666666666668,678.90,QR,2,Algeria,Bulgaria
2025-03-03T17:20:00,29.75,749.70,TK,1,Algeria,Burkina Faso
2025-03-22T13:05:00,53.166666666666664,3479.60,LH,2,Algeria,Cabo Verde
2025-03-12T02:45:00,25.666666666666668,1179.00,LH,2,Algeria,Cambodia
2024-11-16T06:15:00,,965.30,KL,2,Algeria,Canada
2025-03-24T13:25:00,48.083333333333336,1917.98,MS,2,Algeria,Central African Republic
2025-04-29T15:40:00,44.5,1272.50,QR,2,Algeria,Chad
2024-07-28T09:05:00,16.5,3814.60,IB,1,Algeria,Chile
2024-08-30T11:40:00,20.916666666666668,623.70,TK,1,Algeria,China
2024-09-17T13:15:00,20.166666666666668,931.60,IB,1,Algeria,Colombia
2024-08-25T19:00:00,28.25,1509.10,AF,2,Algeria,Comoros
2024-12-15T12:00:00,24.166666666666668,926.60,AH,2,Algeria,Congo
2024-08-14T04:25:00,12.083333333333334,1832.70,AZ,2,Algeria,Czech Republic
2024-08-05T12:55:00,9.25,633.80,AF,1,Algeria,Denmark
2024-10-04T02:00:00,,1202.09,LH,1,Algeria,Egypt
2025-01-01T06:15:00,20.166666666666668,2474.40,AF,2,Algeria,El Salvador
2025-03-15T09:30:00,34.5,4222.50,AH,2,Algeria,Equatorial Guinea
2024-07-26T15:45:00,,817.50,EK,1,Algeria,Eritrea
2024-08-23T12:35:00,27.75,763.50,LH,2,Algeria,Estonia
2025-01-26T15:45:00,24.416666666666668,991.80,QR,2,Algeria,Eswatini
2024-10-27T02:45:00,25.666666666666668,1994.10,LH,1,Algeria,Ethiopia
2025-02-19T19:20:00,20.333333333333332,1081.20,AF,1,Algeria,Finland
2024-11-28T13:05:00,9.916666666666666,266.50,LH,2,Algeria,France
2025-03-08T18:05:00,25.583333333333332,1329.60,AF,1,Algeria,Gabon
2024-10-14T02:00:00,17.083333333333332,1026.10,LH,2,Algeria,Gambia
2025-01-18T13:05:00,12.666666666666666,234.50,LH,2,Algeria,Georgia
2024-12-11T06:15:00,10.5,281.50,AF,1,Algeria,Germany
2024-12-25T19:20:00,25.583333333333332,714.50,AF,2,Algeria,Ghana
2024-12-17T18:05:00,21.5,429.10,KL,2,Algeria,Greece
2024-08-14T12:25:00,31.85,3912.00,LH,2,Algeria,Grenada
2025-03-28T13:05:00,,688.70,LH,2,Algeria,Guatemala
2025-02-07T10:15:00,43.083333333333336,3228.20,AH,2,Algeria,Guyana
2024-11-27T13:05:00,26.8,3909.60,LH,2,Algeria,Haiti
2024-08-08T07:05:00,36.85,1428.25,AF,2,Algeria,Honduras
2025-02-23T14:05:00,10.583333333333334,375.00,AF,2,Algeria,Iceland
2024-10-23T12:25:00,13.583333333333334,1009.40,LH,2,Algeria,India
2025-04-06T15:40:00,23.916666666666668,862.90,QR,1,Algeria,Indonesia
2024-10-23T12:55:00,19.416666666666668,222.20,KL,2,Algeria,Ireland
2024-10-27T11:20:00,8.25,507.70,TK,1,Algeria,Israel
2024-09-09T16:55:00,1.8333333333333335,203.10,AZ,0,Algeria,Italy
2025-03-16T12:05:00,26.916666666666668,1677.40,AZ,2,Algeria,Jamaica
2025-03-03T13:25:00,35.083333333333336,704.48,MS,2,Algeria,Japan
2025-03-19T13:25:00,10.25,393.48,MS,1,Algeria,Jordan
2024-09-18T17:45:00,33.416666666666664,1061.10,TK,2,Algeria,Kazakhstan
2024-12-07T09:10:00,20.416666666666668,1499.70,AH,2,Algeria,Kenya
2024-12-22T15:45:00,16.583333333333332,552.40,QR,1,Algeria,Kuwait
2024-08-12T15:45:00,31.916666666666668,863.40,EK,1,Algeria,Kyrgyzstan
2025-01-12T15:45:00,,781.80,QR,2,Algeria,Lao
2024-10-27T00:20:00,9.416666666666666,524.70,TK,1,Algeria,Latvia
2025-04-09T15:40:00,17.916666666666668,372.30,QR,1,Algeria,Lebanon
2024-10-28T15:30:00,23.5,1053.80,EK,2,Algeria,Lesotho
2025-03-17T13:25:00,19.333333333333332,344.98,MS,1,Algeria,Libya
2024-09-02T16:50:00,50.833333333333336,2649.70,AF,2,Algeria,Madagascar
2024-12-19T13:25:00,17.5,1642.18,MS,2,Algeria,Malaysia
2024-09-10T00:55:00,24.166666666666668,547.78,MS,2,Algeria,Maldives
2024-12-02T20:30:00,4.166666666666667,285.80,AH,0,Algeria,Mali
2025-01-26T07:15:00,10.5,1404.30,AH,2,Algeria,Malta
2025-03-28T00:15:00,20.666666666666668,790.70,TK,1,Algeria,Mauritania
2024-07-05T15:40:00,37.46666666666667,1170.46,QR,2,Algeria,Mexico
2024-08-07T04:25:00,12.416666666666666,191.90,AZ,1,Algeria,Monaco
2025-03-28T09:40:00,23.416666666666668,4556.60,AH,2,Algeria,Mongolia
2024-10-05T15:40:00,21.916666666666668,1095.40,QR,2,Algeria,Montenegro
2024-09-07T12:55:00,8.083333333333334,424.30,AF,1,Algeria,Morocco
2025-02-20T19:20:00,33.416666666666664,8667.75,AF,2,Algeria,Myanmar
2025-01-16T15:45:00,27.083333333333332,981.80,QR,2,Algeria,Namibia
2024-11-26T14:05:00,5.916666666666667,629.90,AF,1,Algeria,Netherlands
2025-01-11T13:05:00,56.083333333333336,1519.70,LH,2,Algeria,New Zealand
2025-02-12T15:45:00,17.083333333333332,554.90,QR,1,Algeria,Nigeria
2024-09-06T07:05:00,17.916666666666668,1507.40,AF,2,Algeria,North Macedonia
2024-10-11T12:35:00,8.666666666666666,621.70,LH,2,Algeria,Norway
2025-01-21T22:10:00,20.5,639.20,AH,2,Algeria,Oman
2025-03-20T22:10:00,23.416666666666668,985.20,AH,2,Algeria,Pakistan
2025-01-20T13:05:00,45.25,5101.30,LH,2,Algeria,Palau
2024-07-16T13:15:00,36.11666666666667,1536.61,IB,2,Algeria,Panama
2024-08-07T10:30:00,,6072.50,AH,2,Algeria,Papua New Guinea
2024-11-18T17:55:00,26.916666666666668,1174.20,AZ,2,Algeria,Paraguay
2024-10-16T07:05:00,23.416666666666668,1288.30,AF,2,Algeria,Peru
2024-07-19T15:35:00,22.25,635.66,SV,1,Algeria,Philippines
2025-02-20T13:05:00,9.583333333333334,1214.50,LH,2,Algeria,Poland
2025-03-15T09:30:00,13.916666666666666,1731.80,AH,2,Algeria,Portugal
2024-08-05T12:25:00,10.333333333333334,412.40,LH,2,Algeria,Romania
2024-07-06T15:40:00,27.416666666666668,855.16,QR,1,Algeria,Russian Federation
